timestamp,room,temperature,motion,sound_level,temperature_dp,sound_level_dp,room_anon
2025-04-11 23:21:18.447819,bathroom,22.82,0,59.25,23.1293079208996,61.85835008033785,3486577c
2025-04-11 23:21:48.447819,bathroom,18.48,1,39.14,17.769641354580717,39.646717129853855,3486577c
2025-04-11 23:22:18.447819,bathroom,21.46,0,32.33,18.351526413267703,38.74276346210213,3486577c
2025-04-11 23:22:48.447819,kitchen,18.03,0,64.6,19.68999285925272,58.83004672460213,3171d89a
2025-04-11 23:23:18.447819,bathroom,16.51,0,65.63,13.898668514166031,68.65456421232027,3486577c
2025-04-11 23:23:48.447819,kitchen,25.64,1,69.9,27.841768667992092,73.32475141736312,3171d89a
2025-04-11 23:24:18.447819,bedroom,24.05,0,68.64,24.7270084562067,68.3689213681115,a05e6feb
2025-04-11 23:24:48.447819,kitchen,22.19,1,54.53,21.74374219060173,52.61287316166119,3171d89a
2025-04-11 23:25:18.447819,bedroom,21.13,0,38.03,21.25580762503317,35.957152623969314,a05e6feb
2025-04-11 23:25:48.447819,bedroom,23.26,0,47.06,22.13912044169817,47.845398316664735,a05e6feb
2025-04-11 23:26:18.447819,bedroom,18.51,1,37.47,18.335627603570284,26.028142242726584,a05e6feb
2025-04-11 23:26:48.447819,living_room,19.25,1,41.88,17.474157006061176,41.61774782535605,8aec6083
2025-04-11 23:27:18.447819,kitchen,21.61,0,50.96,21.14462624838492,48.72803248646519,3171d89a
2025-04-11 23:27:48.447819,bedroom,22.06,0,35.49,21.544040487539924,35.14737634765067,a05e6feb
2025-04-11 23:28:18.447819,bathroom,22.74,1,53.38,21.116751887508144,71.06165942639512,3486577c
2025-04-11 23:28:48.447819,living_room,20.74,0,32.99,16.30900943769238,37.63828581803827,8aec6083
2025-04-11 23:29:18.447819,kitchen,21.39,0,45.39,20.302434155630625,50.393181304634005,3171d89a
2025-04-11 23:29:48.447819,living_room,21.05,1,31.74,19.27436011162801,27.85077687300704,8aec6083
2025-04-11 23:30:18.447819,kitchen,20.82,0,61.27,19.87847882229206,48.94571400404163,3171d89a
2025-04-11 23:30:48.447819,living_room,23.35,0,54.93,22.280597490251942,57.64790041873733,8aec6083
2025-04-11 23:31:18.447819,bedroom,21.56,1,38.95,20.577651381510616,26.92458542592532,a05e6feb
2025-04-11 23:31:48.447819,bathroom,22.03,1,30.33,22.07243276281453,29.30996636620865,3486577c
2025-04-11 23:32:18.447819,kitchen,19.4,0,53.02,18.88160373321972,63.39380604183417,3171d89a
2025-04-11 23:32:48.447819,kitchen,24.94,0,31.83,25.44547948294336,26.21587739601665,3171d89a
2025-04-11 23:33:18.447819,bathroom,20.19,1,42.73,18.844051094908053,52.64200146866221,3486577c
2025-04-11 23:33:48.447819,bedroom,20.61,0,55.89,20.671250122705164,55.32690839602806,a05e6feb
2025-04-11 23:34:18.447819,living_room,25.71,1,33.59,25.747555226146297,35.203114798715426,8aec6083
2025-04-11 23:34:48.447819,bedroom,21.9,0,34.8,20.463880192855367,33.13491109049445,a05e6feb
2025-04-11 23:35:18.447819,bedroom,25.95,0,37.86,26.163772617223596,30.10582092707317,a05e6feb
2025-04-11 23:35:48.447819,living_room,21.84,1,37.68,22.749895801412528,43.00058207322861,8aec6083
2025-04-11 23:36:18.447819,bathroom,20.29,1,40.89,21.440882542704934,48.39480079687385,3486577c
2025-04-11 23:36:48.447819,bedroom,22.07,1,64.55,20.02529681287441,68.59200959355181,a05e6feb
2025-04-11 23:37:18.447819,bedroom,21.28,0,44.21,21.21439184345294,45.103534296307714,a05e6feb
2025-04-11 23:37:48.447819,living_room,22.46,1,34.78,22.171166333712577,33.210281642145205,8aec6083
2025-04-11 23:38:18.447819,kitchen,25.16,0,43.87,24.910895227374912,62.63552687191032,3171d89a
2025-04-11 23:38:48.447819,kitchen,22.34,1,32.08,23.173619246723185,32.15435945563465,3171d89a
2025-04-11 23:39:18.447819,living_room,19.1,0,34.56,18.66748393568822,40.60006391804972,8aec6083
2025-04-11 23:39:48.447819,living_room,23.24,1,31.14,23.322987797921108,27.378608445198235,8aec6083
2025-04-11 23:40:18.447819,bathroom,21.59,1,68.31,21.72352079760533,70.47268906688646,3486577c
2025-04-11 23:40:48.447819,bathroom,23.23,1,60.03,21.70033761192294,56.39962556390018,3486577c
2025-04-11 23:41:18.447819,bathroom,25.36,1,53.65,25.188594815438123,58.43934229395561,3486577c
2025-04-11 23:41:48.447819,living_room,22.68,1,55.72,22.594789355242664,46.31182861358478,8aec6083
2025-04-11 23:42:18.447819,bathroom,21.87,0,54.64,22.40861814978945,41.02377868580955,3486577c
2025-04-11 23:42:48.447819,bathroom,20.22,1,54.96,18.8337871052284,52.17941425695212,3486577c
2025-04-11 23:43:18.447819,living_room,18.91,1,51.17,16.894345245119155,48.38761566732738,8aec6083
2025-04-11 23:43:48.447819,kitchen,23.11,0,59.29,23.75058165546033,59.28178453500792,3171d89a
2025-04-11 23:44:18.447819,bedroom,21.28,0,30.56,22.18241840675592,18.136375257452848,a05e6feb
2025-04-11 23:44:48.447819,bathroom,24.18,0,65.99,22.791881175349243,69.64430202844004,3486577c
2025-04-11 23:45:18.447819,bedroom,18.99,0,36.78,19.26059456439712,24.15269111191736,a05e6feb
2025-04-11 23:45:48.447819,bedroom,23.48,1,54.68,22.146820581144933,48.87454365440857,a05e6feb
2025-04-11 23:46:18.447819,bathroom,20.93,0,38.08,26.64528791067852,37.01108677137869,3486577c
2025-04-11 23:46:48.447819,living_room,23.31,0,47.93,23.38718806048077,56.8831265087555,8aec6083
2025-04-11 23:47:18.447819,bathroom,19.2,1,33.27,17.752030988647842,38.726151384582536,3486577c
2025-04-11 23:47:48.447819,bedroom,22.71,0,64.1,22.299091512792923,65.09162433309015,a05e6feb
2025-04-11 23:48:18.447819,bedroom,23.94,0,55.85,24.73685638557602,49.74564835334257,a05e6feb
2025-04-11 23:48:48.447819,bathroom,20.12,0,61.62,20.18870028819745,54.24701150038937,3486577c
2025-04-11 23:49:18.447819,bedroom,20.37,0,47.11,20.5798046420065,42.04590700518813,a05e6feb
2025-04-11 23:49:48.447819,bedroom,22.91,1,44.51,24.52435001632693,55.0498805250312,a05e6feb
2025-04-11 23:50:18.447819,bathroom,23.98,1,63.28,24.513615291805145,69.61634319408877,3486577c
2025-04-11 23:50:48.447819,bedroom,19.36,1,41.66,21.3709155754311,47.654950908705416,a05e6feb
2025-04-11 23:51:18.447819,living_room,20.11,1,35.35,21.11177441124885,56.15212515111197,8aec6083
2025-04-11 23:51:48.447819,bathroom,23.85,1,51.24,24.481050586950364,54.04082279940621,3486577c
2025-04-11 23:52:18.447819,bathroom,18.49,1,63.42,18.734477307303656,55.9068578226024,3486577c
2025-04-11 23:52:48.447819,bathroom,23.76,0,42.43,23.375907770845405,31.655180655625184,3486577c
2025-04-11 23:53:18.447819,living_room,20.14,0,41.2,18.61508222150644,27.42397689654728,8aec6083
2025-04-11 23:53:48.447819,bedroom,21.15,0,40.33,20.754275100071457,36.94095262121649,a05e6feb
2025-04-11 23:54:18.447819,bedroom,18.73,1,43.97,17.87606163495833,48.16387021703673,a05e6feb
2025-04-11 23:54:48.447819,living_room,19.0,1,47.12,20.016099045336524,42.88651775444059,8aec6083
2025-04-11 23:55:18.447819,bedroom,21.11,0,45.8,22.130885221064403,49.93038091466391,a05e6feb
2025-04-11 23:55:48.447819,living_room,20.72,1,46.36,20.95110666863476,42.926164696005216,8aec6083
2025-04-11 23:56:18.447819,living_room,25.95,1,52.44,27.347602619102783,53.96198240005428,8aec6083
2025-04-11 23:56:48.447819,bedroom,25.46,1,49.3,26.18032656720307,50.31476810395411,a05e6feb
2025-04-11 23:57:18.447819,bathroom,18.48,1,63.03,18.374100238159254,62.18280756613393,3486577c
2025-04-11 23:57:48.447819,living_room,21.49,1,55.47,21.16367066876269,59.58676050383038,8aec6083
2025-04-11 23:58:18.447819,bedroom,18.97,1,64.14,19.694738065115786,61.75985516954554,a05e6feb
2025-04-11 23:58:48.447819,living_room,21.58,1,65.33,22.766686752074637,68.07769993853175,8aec6083
2025-04-11 23:59:18.447819,living_room,27.21,0,39.1,27.27753045063153,42.33929197390841,8aec6083
2025-04-11 23:59:48.447819,bedroom,24.47,1,49.4,25.181658043331232,36.784524783992296,a05e6feb
2025-04-12 00:00:18.447819,living_room,20.42,1,36.26,19.80406504455443,39.86806443215114,8aec6083
2025-04-12 00:00:48.447819,kitchen,21.95,0,45.1,22.30365155004712,44.99937785186432,3171d89a
2025-04-12 00:01:18.447819,kitchen,21.67,0,62.42,20.53419268578926,61.93641909273841,3171d89a
2025-04-12 00:01:48.447819,living_room,17.41,0,67.56,17.662073852168525,68.33891838475282,8aec6083
2025-04-12 00:02:18.447819,living_room,24.73,1,56.87,25.177162673808425,52.85407449533483,8aec6083
2025-04-12 00:02:48.447819,bathroom,23.18,1,55.01,23.247090929374384,44.805287742728034,3486577c
2025-04-12 00:03:18.447819,bedroom,20.26,1,69.96,19.99928802362788,69.13691103364584,a05e6feb
2025-04-12 00:03:48.447819,bedroom,22.09,1,62.92,21.8113393551055,66.03782208104639,a05e6feb
2025-04-12 00:04:18.447819,bathroom,18.87,1,34.37,19.2758883206938,26.23006736169831,3486577c
2025-04-12 00:04:48.447819,bathroom,18.72,0,67.55,17.25763604642541,65.36035455521275,3486577c
2025-04-12 00:05:18.447819,bathroom,22.45,1,62.71,23.87140245508932,64.07866661191218,3486577c
2025-04-12 00:05:48.447819,bathroom,22.63,0,64.05,24.01744520028369,57.54492612818354,3486577c
2025-04-12 00:06:18.447819,kitchen,20.68,0,33.7,20.352210182126115,29.419639792836616,3171d89a
2025-04-12 00:06:48.447819,kitchen,23.16,0,44.81,22.76444846223546,46.6152051403109,3171d89a
2025-04-12 00:07:18.447819,living_room,21.97,0,53.36,21.6140767893216,59.1037308036188,8aec6083
2025-04-12 00:07:48.447819,living_room,23.74,1,34.75,24.012584471263384,34.7020030226201,8aec6083
2025-04-12 00:08:18.447819,kitchen,18.26,0,33.15,17.993677227796955,28.02594921335053,3171d89a
2025-04-12 00:08:48.447819,bathroom,24.43,1,31.34,26.7960099898365,35.674998949414594,3486577c
2025-04-12 00:09:18.447819,living_room,22.96,1,51.97,25.191558107141525,54.98924729740252,8aec6083
2025-04-12 00:09:48.447819,living_room,23.04,0,60.08,24.147707522810663,57.12848574539686,8aec6083
2025-04-12 00:10:18.447819,living_room,25.63,1,61.43,26.148502792062352,60.14894715836983,8aec6083
2025-04-12 00:10:48.447819,kitchen,21.62,0,66.3,21.06229248287727,76.25681881633166,3171d89a
2025-04-12 00:11:18.447819,bedroom,20.55,1,38.63,21.24160949791792,35.05546322040281,a05e6feb
2025-04-12 00:11:48.447819,bedroom,22.95,0,65.49,21.241357705771755,63.74037724998345,a05e6feb
2025-04-12 00:12:18.447819,living_room,21.41,1,39.8,19.22353077294504,44.75408158845564,8aec6083
2025-04-12 00:12:48.447819,bedroom,22.43,1,58.23,22.33522656398709,57.53151373057958,a05e6feb
2025-04-12 00:13:18.447819,bedroom,25.66,0,49.0,25.901308962522133,50.44288580465776,a05e6feb
2025-04-12 00:13:48.447819,living_room,23.2,1,68.57,22.26055209214416,72.14057385647696,8aec6083
2025-04-12 00:14:18.447819,bathroom,18.68,0,60.65,18.879090833969563,59.01320575575458,3486577c
2025-04-12 00:14:48.447819,kitchen,20.74,0,51.74,22.671488386951545,49.43217339231781,3171d89a
2025-04-12 00:15:18.447819,bedroom,19.78,1,68.8,23.613347313282496,66.84336186378077,a05e6feb
2025-04-12 00:15:48.447819,living_room,22.25,0,31.19,19.413165660297103,28.817391994409903,8aec6083
2025-04-12 00:16:18.447819,living_room,21.62,0,39.3,17.637249919758133,45.77216221777309,8aec6083
2025-04-12 00:16:48.447819,bedroom,21.48,0,47.7,20.420224258937225,51.3274290768868,a05e6feb
2025-04-12 00:17:18.447819,bathroom,20.0,1,39.06,18.46145906395388,39.728401716918086,3486577c
2025-04-12 00:17:48.447819,living_room,21.79,1,35.07,21.461019242396493,29.858096051853337,8aec6083
2025-04-12 00:18:18.447819,bathroom,24.26,0,64.75,23.61118590934192,60.05577641077875,3486577c
2025-04-12 00:18:48.447819,living_room,22.99,1,42.87,21.75568944089349,36.41648249114368,8aec6083
2025-04-12 00:19:18.447819,living_room,22.74,1,48.01,24.034979691426408,45.91001134020744,8aec6083
2025-04-12 00:19:48.447819,kitchen,20.19,1,47.11,20.01317002893988,55.01975466707788,3171d89a
2025-04-12 00:20:18.447819,bathroom,21.63,1,31.5,22.782899484601177,31.630763443935837,3486577c
2025-04-12 00:20:48.447819,kitchen,25.17,1,68.49,33.35662822614581,74.46127636196373,3171d89a
2025-04-12 00:21:18.447819,living_room,22.0,1,35.91,21.66028489877821,35.25157962444022,8aec6083
2025-04-12 00:21:48.447819,kitchen,25.39,1,35.02,22.815982778025404,31.803299150774528,3171d89a
2025-04-12 00:22:18.447819,kitchen,22.73,1,30.39,23.0803906489714,22.34379400304017,3171d89a
2025-04-12 00:22:48.447819,bathroom,24.66,0,66.7,24.73907737431065,63.81474530685212,3486577c
2025-04-12 00:23:18.447819,bathroom,21.52,0,61.87,22.71032210652831,61.91892454323917,3486577c
2025-04-12 00:23:48.447819,living_room,22.11,0,46.73,22.22406784906513,51.10108728395252,8aec6083
2025-04-12 00:24:18.447819,living_room,23.08,1,55.01,22.177249986434425,59.14163275939028,8aec6083
2025-04-12 00:24:48.447819,bedroom,21.99,1,39.8,20.814248408306543,41.45370531991675,a05e6feb
2025-04-12 00:25:18.447819,kitchen,21.87,1,36.99,22.362046209788165,40.768929931871405,3171d89a
2025-04-12 00:25:48.447819,bathroom,22.88,0,48.71,20.5187236829338,48.664068074552624,3486577c
2025-04-12 00:26:18.447819,living_room,20.46,0,34.01,19.867751949619752,37.64116167277875,8aec6083
2025-04-12 00:26:48.447819,bedroom,21.61,1,57.4,21.43804319477009,58.644572687331305,a05e6feb
2025-04-12 00:27:18.447819,bathroom,22.87,1,51.57,21.52205549718851,46.75710488229737,3486577c
2025-04-12 00:27:48.447819,bedroom,21.99,1,54.38,22.22886259470324,41.02703948794286,a05e6feb
2025-04-12 00:28:18.447819,bathroom,21.1,0,55.04,21.61397983574777,47.78060725430424,3486577c
2025-04-12 00:28:48.447819,living_room,21.52,1,33.96,21.801084034441608,33.25768837102832,8aec6083
2025-04-12 00:29:18.447819,kitchen,23.91,0,64.99,23.099424597459613,57.881070291315545,3171d89a
2025-04-12 00:29:48.447819,living_room,26.84,1,30.49,26.439352611890605,32.47979339349844,8aec6083
2025-04-12 00:30:18.447819,kitchen,20.1,0,67.18,20.18368622307585,73.3675601544395,3171d89a
2025-04-12 00:30:48.447819,living_room,19.08,0,43.0,19.28075166885714,33.24122555493745,8aec6083
2025-04-12 00:31:18.447819,bathroom,21.7,1,39.62,20.872935689087523,52.61454397712747,3486577c
2025-04-12 00:31:48.447819,kitchen,20.08,0,30.92,19.716265857458904,25.44983640693866,3171d89a
2025-04-12 00:32:18.447819,kitchen,21.9,0,37.17,20.450398364866544,38.12024049274574,3171d89a
2025-04-12 00:32:48.447819,bathroom,21.37,1,54.43,20.872848865472378,48.08959554186709,3486577c
2025-04-12 00:33:18.447819,kitchen,19.28,0,64.85,18.970177260696246,49.98831917591447,3171d89a
2025-04-12 00:33:48.447819,living_room,25.37,1,42.86,22.600112664673407,44.20464627324783,8aec6083
2025-04-12 00:34:18.447819,bedroom,23.88,0,54.74,23.52302050469889,53.66447729143746,a05e6feb
2025-04-12 00:34:48.447819,bathroom,25.47,0,61.04,24.934114212420926,67.04762013479407,3486577c
2025-04-12 00:35:18.447819,bedroom,21.63,0,53.08,22.31878236634434,56.16775205310284,a05e6feb
2025-04-12 00:35:48.447819,bathroom,25.52,1,34.79,24.777707049331973,32.04720770559309,3486577c
2025-04-12 00:36:18.447819,bedroom,22.01,0,62.3,22.0432432766425,61.55067087436713,a05e6feb
2025-04-12 00:36:48.447819,bedroom,20.9,1,39.43,20.366969880126376,23.92093159299585,a05e6feb
2025-04-12 00:37:18.447819,kitchen,22.28,1,56.17,23.435608384766216,43.752849451530224,3171d89a
2025-04-12 00:37:48.447819,living_room,21.96,1,34.36,22.03627195872576,49.285683916967855,8aec6083
2025-04-12 00:38:18.447819,bathroom,24.87,1,39.8,24.5616068651664,41.91872704252454,3486577c
2025-04-12 00:38:48.447819,bedroom,21.4,1,48.31,21.28745523499235,68.85568402388914,a05e6feb
2025-04-12 00:39:18.447819,bathroom,23.99,0,56.54,23.54939914021724,44.17589799927117,3486577c
2025-04-12 00:39:48.447819,living_room,23.21,1,68.94,24.21922772615988,79.82072829574032,8aec6083
2025-04-12 00:40:18.447819,bedroom,23.85,1,66.43,23.515428566211405,72.1162324276056,a05e6feb
2025-04-12 00:40:48.447819,bathroom,21.56,0,57.2,22.623739653485888,62.09802533069551,3486577c
2025-04-12 00:41:18.447819,bedroom,23.77,0,42.1,26.81060743797661,42.96630582686112,a05e6feb
2025-04-12 00:41:48.447819,bathroom,23.58,0,37.21,24.4971487186207,30.269607761057344,3486577c
2025-04-12 00:42:18.447819,kitchen,23.43,0,64.73,25.25453362406637,55.21713052438662,3171d89a
2025-04-12 00:42:48.447819,bathroom,22.97,0,52.44,22.292658126845204,52.81064001341673,3486577c
2025-04-12 00:43:18.447819,living_room,25.35,1,46.2,24.11685036270863,43.56106445653448,8aec6083
2025-04-12 00:43:48.447819,bathroom,22.56,1,49.37,20.677305146533563,49.66328813220366,3486577c
2025-04-12 00:44:18.447819,kitchen,22.06,1,59.24,21.69059054046311,55.11276935622791,3171d89a
2025-04-12 00:44:48.447819,bathroom,20.14,0,62.63,22.409470847892702,61.5883529836349,3486577c
2025-04-12 00:45:18.447819,living_room,19.36,0,63.94,17.644705126268114,61.74391910289535,8aec6083
2025-04-12 00:45:48.447819,bedroom,22.12,0,46.9,21.61970067443357,45.37034026013008,a05e6feb
2025-04-12 00:46:18.447819,bathroom,21.62,1,59.48,21.67466005348429,61.15358263258874,3486577c
2025-04-12 00:46:48.447819,bathroom,21.19,1,62.24,20.21729708227328,47.00824430780161,3486577c
2025-04-12 00:47:18.447819,bathroom,22.18,0,52.88,21.943952959016624,53.53366225471037,3486577c
2025-04-12 00:47:48.447819,bathroom,26.11,1,34.93,26.232594786746173,27.26005046927453,3486577c
2025-04-12 00:48:18.447819,living_room,22.15,1,48.63,23.323145713762145,48.11270589024764,8aec6083
2025-04-12 00:48:48.447819,bathroom,23.38,0,55.77,22.966153482360216,53.43840633614569,3486577c
2025-04-12 00:49:18.447819,kitchen,17.29,1,39.79,17.935547479171483,39.21200343141605,3171d89a
2025-04-12 00:49:48.447819,kitchen,19.92,1,42.51,19.87799515891616,37.29995701850673,3171d89a
2025-04-12 00:50:18.447819,kitchen,20.97,1,42.28,20.57586961479426,49.1486920198452,3171d89a
2025-04-12 00:50:48.447819,bathroom,24.06,0,44.73,23.78372431689228,20.32601573470057,3486577c
2025-04-12 00:51:18.447819,bedroom,23.14,0,43.18,23.549026315755743,40.98341979820799,a05e6feb
2025-04-12 00:51:48.447819,bedroom,20.39,1,61.84,20.00883710313977,62.15165594285328,a05e6feb
2025-04-12 00:52:18.447819,kitchen,24.12,0,38.12,23.88529347524437,42.752746311444696,3171d89a
2025-04-12 00:52:48.447819,bathroom,24.0,1,36.79,25.32021358179446,23.818883240997444,3486577c
2025-04-12 00:53:18.447819,bedroom,25.4,0,44.54,25.86341412451184,38.91999139414036,a05e6feb
2025-04-12 00:53:48.447819,bedroom,18.32,1,47.56,19.608648901262328,45.00277148096278,a05e6feb
2025-04-12 00:54:18.447819,living_room,20.4,0,54.05,20.1902199709376,50.554752215845866,8aec6083
2025-04-12 00:54:48.447819,bedroom,22.91,0,38.63,23.303708770049656,34.01161056949672,a05e6feb
2025-04-12 00:55:18.447819,kitchen,20.71,0,42.55,19.197801203109943,44.63803970852619,3171d89a
2025-04-12 00:55:48.447819,living_room,21.18,0,66.27,19.110271647059783,58.58363000894832,8aec6083
2025-04-12 00:56:18.447819,bathroom,24.55,1,46.89,25.953573150784425,49.02488408316506,3486577c
2025-04-12 00:56:48.447819,living_room,22.25,1,34.32,25.07810515910206,33.280876161635895,8aec6083
2025-04-12 00:57:18.447819,bedroom,23.22,1,43.11,20.36397710373702,43.41580102215688,a05e6feb
2025-04-12 00:57:48.447819,living_room,22.75,1,39.2,21.097566802877928,38.2873674802004,8aec6083
2025-04-12 00:58:18.447819,kitchen,25.56,1,49.11,26.41059433420182,50.56790399450254,3171d89a
2025-04-12 00:58:48.447819,living_room,20.54,0,52.27,23.60121521576773,47.44320015142186,8aec6083
2025-04-12 00:59:18.447819,living_room,21.61,1,53.29,21.781876799075818,78.22836682034867,8aec6083
2025-04-12 00:59:48.447819,bedroom,21.44,1,33.36,20.9131576360204,37.6392753592592,a05e6feb
2025-04-12 01:00:18.447819,bedroom,20.18,1,35.59,19.822768841384647,42.24545878043801,a05e6feb
2025-04-12 01:00:48.447819,bedroom,22.38,0,55.43,22.30487432388634,51.81300624734316,a05e6feb
2025-04-12 01:01:18.447819,living_room,21.12,1,46.08,22.42158847995926,41.94620437875323,8aec6083
2025-04-12 01:01:48.447819,bathroom,25.01,0,43.74,24.22208695861291,49.54307683085729,3486577c
2025-04-12 01:02:18.447819,living_room,22.26,0,37.67,22.06869728304564,43.701399391242695,8aec6083
2025-04-12 01:02:48.447819,kitchen,22.06,1,39.04,22.782515539087317,41.79357938478899,3171d89a
2025-04-12 01:03:18.447819,bedroom,20.96,0,40.32,21.44418095019397,42.93428489844235,a05e6feb
2025-04-12 01:03:48.447819,living_room,22.44,0,59.28,22.45433255324997,63.37879520710355,8aec6083
2025-04-12 01:04:18.447819,bathroom,26.34,0,54.64,26.021332163090275,52.882449767704834,3486577c
2025-04-12 01:04:48.447819,bedroom,21.52,1,41.51,21.9795016032971,42.67832332233179,a05e6feb
2025-04-12 01:05:18.447819,bedroom,24.92,0,38.25,24.93085319786927,38.740989637333584,a05e6feb
2025-04-12 01:05:48.447819,bedroom,20.1,0,41.85,19.92770962150271,26.94908797976874,a05e6feb
2025-04-12 01:06:18.447819,bedroom,20.62,1,35.57,22.37991969552325,37.37423818761711,a05e6feb
2025-04-12 01:06:48.447819,bathroom,22.92,1,37.94,24.293592345784887,43.37480926198996,3486577c
2025-04-12 01:07:18.447819,bedroom,18.7,0,36.62,18.378576775879637,37.42905156593447,a05e6feb
2025-04-12 01:07:48.447819,living_room,21.35,0,63.15,18.63300112163848,64.70728179544979,8aec6083
2025-04-12 01:08:18.447819,kitchen,20.5,0,45.53,20.062602651481683,47.74011048663723,3171d89a
2025-04-12 01:08:48.447819,living_room,22.11,1,55.44,24.724059796718823,58.594264346022086,8aec6083
2025-04-12 01:09:18.447819,kitchen,20.9,0,32.94,20.647932673195697,34.25009090156439,3171d89a
2025-04-12 01:09:48.447819,bathroom,26.19,1,45.81,25.975026068549138,44.58224079736908,3486577c
2025-04-12 01:10:18.447819,kitchen,24.02,1,31.25,23.886780494706123,32.02874539336592,3171d89a
2025-04-12 01:10:48.447819,bedroom,21.53,1,32.9,21.23348826187918,25.24567631519653,a05e6feb
2025-04-12 01:11:18.447819,bedroom,20.17,1,32.53,25.288464856576677,36.95114776709004,a05e6feb
2025-04-12 01:11:48.447819,living_room,23.06,1,64.97,23.21006223484539,76.51995783412079,8aec6083
2025-04-12 01:12:18.447819,bedroom,17.77,1,69.81,19.20788156593887,68.91288663215681,a05e6feb
2025-04-12 01:12:48.447819,kitchen,20.88,0,48.18,20.60366711688849,35.899482853615154,3171d89a
2025-04-12 01:13:18.447819,bathroom,21.21,1,58.83,25.114926836797395,35.563735806373764,3486577c
2025-04-12 01:13:48.447819,bedroom,23.97,0,65.21,30.17799330406878,57.75818585735088,a05e6feb
2025-04-12 01:14:18.447819,living_room,24.35,1,38.03,24.19604726237752,36.653338180325775,8aec6083
2025-04-12 01:14:48.447819,bedroom,26.23,0,33.96,26.205108636258704,42.20716060039573,a05e6feb
2025-04-12 01:15:18.447819,bathroom,23.87,1,54.31,23.66749341038538,44.28107210569348,3486577c
2025-04-12 01:15:48.447819,bathroom,24.01,1,48.16,26.320273444571058,46.13069855904757,3486577c
2025-04-12 01:16:18.447819,bathroom,25.15,0,31.46,25.47546860769869,31.98294617562026,3486577c
2025-04-12 01:16:48.447819,kitchen,22.22,1,46.05,21.70676758782237,45.750176908182624,3171d89a
2025-04-12 01:17:18.447819,bedroom,22.39,0,41.29,23.52112432978212,38.10720348691464,a05e6feb
2025-04-12 01:17:48.447819,bathroom,21.14,0,54.4,18.17814764690327,56.65326495917098,3486577c
2025-04-12 01:18:18.447819,kitchen,21.52,1,55.27,21.794149429171984,57.83798395600876,3171d89a
2025-04-12 01:18:48.447819,living_room,20.89,1,43.31,20.481823539709985,41.71713753204402,8aec6083
2025-04-12 01:19:18.447819,bathroom,21.15,1,62.69,20.883240463136776,59.309481665487,3486577c
2025-04-12 01:19:48.447819,bathroom,16.64,1,62.22,14.429284151672936,55.42336234927715,3486577c
2025-04-12 01:20:18.447819,bedroom,23.83,1,49.83,21.811637536739784,59.5862707487253,a05e6feb
2025-04-12 01:20:48.447819,bedroom,18.97,1,57.48,17.10975462951506,59.96199076799104,a05e6feb
2025-04-12 01:21:18.447819,living_room,22.3,1,57.39,22.19749042548488,57.39817645368606,8aec6083
2025-04-12 01:21:48.447819,kitchen,23.72,1,32.11,24.97055093582956,30.30527023936789,3171d89a
2025-04-12 01:22:18.447819,living_room,23.02,1,47.13,24.3124778308,55.72989401450788,8aec6083
2025-04-12 01:22:48.447819,bathroom,26.38,1,47.24,24.142264444860277,43.04205991765841,3486577c
